infinitive_spanish,infinitive_english,mood_spanish,mood_english,tense_spanish,tense_english,form_1ps_spanish,form_1ps_english,form_2ps_spanish,form_2ps_english,form_3ps_spanish,form_3ps_english,form_1pp_spanish,form_1pp_english,form_2pp_spanish,form_2pp_english,form_3pp_spanish,form_3pp_english,gerund_spanish,gerund_english,past_participle_spanish,past_participle_english
unir,"to unite, join; to tie together; to merge",subjuntivo,subjunctive,presente perfecto,present perfect,haya unido,"I have united, united",hayas unido,"you have united, united",haya unido,"he/she has united, united",hayamos unido,"we have united, united",hayáis unido,"you have united, united",hayan unido,"they have united, united",uniendo,uniting,unido,united
unir,"to unite, join; to tie together; to merge",subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere unido,I will have united,hubieres unido,you will have united,hubiere unido,he/she will has united,hubiéremos unido,we will have united,hubiereis unido,you will have united,hubieren unido,they will have united,uniendo,uniting,unido,united
unir,"to unite, join; to tie together; to merge",subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera unido,I had united,hubieras unido,you had united,hubiera unido,he/she had united,hubiéramos unido,we had united,hubierais unido,you had united,hubieran unido,they had united,uniendo,uniting,unido,united
unir,"to unite, join; to tie together; to merge",imperativo_afirmativo,imperative_affirmative,presente,present,,,une,Unite!,unid,,,,una,,unan,,uniendo,uniting,unido,united
unir,"to unite, join; to tie together; to merge",imperativo_negativo,imperative_negative,presente,present,,,no unas,Don't unite!,no unáis,,,,no una,,no unan,,uniendo,uniting,unido,united
untar,"to anoint; to smear, rub",indicativo,indicative,presente,present,unto,"I anoint, am anointing",untas,"you anoint, are anointing",unta,"he/she anoint, is anointing",untamos,"we anoint, are anointing",untáis,"you anoint, are anointing",untan,"they anoint, are anointing",untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",indicativo,indicative,futuro,future,untaré,I will anoint,untarás,you will anoint,untará,he/she will anoint,untaremos,we will anoint,untaréis,you will anoint,untarán,they will anoint,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",indicativo,indicative,imperfecto,imperfect,untaba,"I was anointing, used to anoint, anointed",untabas,"you were anointing, used to anoint, anointed",untaba,"he/she was anointing, used to anoint, anointed",untábamos,"we were anointing, used to anoint, anointed",untabais,"you were anointing, used to anoint, anointed",untaban,"they were anointing, used to anoint, anointed",untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",indicativo,indicative,pretérito,preterite,unté,I anointed,untaste,you anointed,untó,he/she anointed,untamos,we anointed,untasteis,you anointed,untaron,they anointed,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",indicativo,indicative,condicional,conditional,untaría,I would anoint,untarías,you would anoint,untaría,he/she would anoint,untaríamos,we would anoint,untaríais,you would anoint,untarían,they would anoint,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",indicativo,indicative,presente perfecto,present perfect,he untado,I have anointed,has untado,you have anointed,ha untado,he/she has anointed,hemos untado,we have anointed,habéis untado,you have anointed,han untado,they have anointed,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",indicativo,indicative,futuro perfecto,future perfect,habré untado,I will have anointed,habrás untado,you will have anointed,habrá untado,he/she will has anointed,habremos untado,we will have anointed,habréis untado,you will have anointed,habrán untado,they will have anointed,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",indicativo,indicative,pluscuamperfecto,past perfect,había untado,I had anointed,habías untado,you had anointed,había untado,he/she had anointed,habíamos untado,we had anointed,habíais untado,you had anointed,habían untado,they had anointed,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",indicativo,indicative,pretérito anterior,preterite (archaic),hube untado,I had anointed,hubiste untado,you had anointed,hubo untado,he/she had anointed,hubimos untado,we had anointed,hubisteis untado,you had anointed,hubieron untado,they had anointed,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",indicativo,indicative,condicional perfecto,conditional perfect,habría untado,I would have anointed,habrías untado,you would have anointed,habría untado,he/she would has anointed,habríamos untado,we would have anointed,habríais untado,you would have anointed,habrían untado,they would have anointed,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",subjuntivo,subjunctive,presente,present,unte,"I anoint, am anointing",untes,"you anoint, are anointing",unte,"he/she anoint, is anointing",untemos,"we anoint, are anointing",untéis,"you anoint, are anointing",unten,"they anoint, are anointing",untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",subjuntivo,subjunctive,imperfecto,imperfect,untara,"I anointed, was anointing",untaras,"you anointed, were anointing",untara,"he/she anointed, was anointing",untáramos,"we anointed, were anointing",untarais,"you anointed, were anointing",untaran,"they anointed, were anointing",untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",subjuntivo,subjunctive,futuro,future,untare,I will anoint,untares,you will anoint,untare,he/she will anoint,untáremos,we will anoint,untareis,you will anoint,untaren,they will anoint,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",subjuntivo,subjunctive,presente perfecto,present perfect,haya untado,"I have anointed, anointed",hayas untado,"you have anointed, anointed",haya untado,"he/she has anointed, anointed",hayamos untado,"we have anointed, anointed",hayáis untado,"you have anointed, anointed",hayan untado,"they have anointed, anointed",untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere untado,I will have anointed,hubieres untado,you will have anointed,hubiere untado,he/she will has anointed,hubiéremos untado,we will have anointed,hubiereis untado,you will have anointed,hubieren untado,they will have anointed,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera untado,I had anointed,hubieras untado,you had anointed,hubiera untado,he/she had anointed,hubiéramos untado,we had anointed,hubierais untado,you had anointed,hubieran untado,they had anointed,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",imperativo_afirmativo,imperative_affirmative,presente,present,,,unta,Anoint!,untad,,,,unte,,unten,,untando,anointing,untado,anointed
untar,"to anoint; to smear, rub",imperativo_negativo,imperative_negative,presente,present,,,no untes,Don't anoint!,no untéis,,,,no unte,,no unten,,untando,anointing,untado,anointed
usar,to use,indicativo,indicative,presente,present,uso,"I use, am using",usas,"you use, are using",usa,"he/she use, is using",usamos,"we use, are using",usáis,"you use, are using",usan,"they use, are using",usando,using,usado,used
usar,to use,indicativo,indicative,futuro,future,usaré,I will use,usarás,you will use,usará,he/she will use,usaremos,we will use,usaréis,you will use,usarán,they will use,usando,using,usado,used
usar,to use,indicativo,indicative,imperfecto,imperfect,usaba,"I was using, used to use, used",usabas,"you were using, used to use, used",usaba,"he/she was using, used to use, used",usábamos,"we were using, used to use, used",usabais,"you were using, used to use, used",usaban,"they were using, used to use, used",usando,using,usado,used
usar,to use,indicativo,indicative,pretérito,preterite,usé,I used,usaste,you used,usó,he/she used,usamos,we used,usasteis,you used,usaron,they used,usando,using,usado,used
usar,to use,indicativo,indicative,condicional,conditional,usaría,I would use,usarías,you would use,usaría,he/she would use,usaríamos,we would use,usaríais,you would use,usarían,they would use,usando,using,usado,used
usar,to use,indicativo,indicative,presente perfecto,present perfect,he usado,I have used,has usado,you have used,ha usado,he/she has used,hemos usado,we have used,habéis usado,you have used,han usado,they have used,usando,using,usado,used
usar,to use,indicativo,indicative,futuro perfecto,future perfect,habré usado,I will have used,habrás usado,you will have used,habrá usado,he/she will has used,habremos usado,we will have used,habréis usado,you will have used,habrán usado,they will have used,usando,using,usado,used
usar,to use,indicativo,indicative,pluscuamperfecto,past perfect,había usado,I had used,habías usado,you had used,había usado,he/she had used,habíamos usado,we had used,habíais usado,you had used,habían usado,they had used,usando,using,usado,used
usar,to use,indicativo,indicative,pretérito anterior,preterite (archaic),hube usado,I had used,hubiste usado,you had used,hubo usado,he/she had used,hubimos usado,we had used,hubisteis usado,you had used,hubieron usado,they had used,usando,using,usado,used
usar,to use,indicativo,indicative,condicional perfecto,conditional perfect,habría usado,I would have used,habrías usado,you would have used,habría usado,he/she would has used,habríamos usado,we would have used,habríais usado,you would have used,habrían usado,they would have used,usando,using,usado,used
usar,to use,subjuntivo,subjunctive,presente,present,use,"I use, am using",uses,"you use, are using",use,"he/she use, is using",usemos,"we use, are using",uséis,"you use, are using",usen,"they use, are using",usando,using,usado,used
usar,to use,subjuntivo,subjunctive,imperfecto,imperfect,usara,"I used, was using",usaras,"you used, were using",usara,"he/she used, was using",usáramos,"we used, were using",usarais,"you used, were using",usaran,"they used, were using",usando,using,usado,used
usar,to use,subjuntivo,subjunctive,futuro,future,usare,I will use,usares,you will use,usare,he/she will use,usáremos,we will use,usareis,you will use,usaren,they will use,usando,using,usado,used
usar,to use,subjuntivo,subjunctive,presente perfecto,present perfect,haya usado,"I have used, used",hayas usado,"you have used, used",haya usado,"he/she has used, used",hayamos usado,"we have used, used",hayáis usado,"you have used, used",hayan usado,"they have used, used",usando,using,usado,used
usar,to use,subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere usado,I will have used,hubieres usado,you will have used,hubiere usado,he/she will has used,hubiéremos usado,we will have used,hubiereis usado,you will have used,hubieren usado,they will have used,usando,using,usado,used
usar,to use,subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera usado,I had used,hubieras usado,you had used,hubiera usado,he/she had used,hubiéramos usado,we had used,hubierais usado,you had used,hubieran usado,they had used,usando,using,usado,used
usar,to use,imperativo_afirmativo,imperative_affirmative,presente,present,,,usa,Use!,usad,,,,use,,usen,,usando,using,usado,used
usar,to use,imperativo_negativo,imperative_negative,presente,present,,,no uses,Don't use!,no uséis,,,,no use,,no usen,,usando,using,usado,used
utilizar,"to use, utilize",indicativo,indicative,presente,present,utilizo,"I use, am using",utilizas,"you use, are using",utiliza,"he/she use, is using",utilizamos,"we use, are using",utilizáis,"you use, are using",utilizan,"they use, are using",utilizando,using,utilizado,used
utilizar,"to use, utilize",indicativo,indicative,futuro,future,utilizaré,I will use,utilizarás,you will use,utilizará,he/she will use,utilizaremos,we will use,utilizaréis,you will use,utilizarán,they will use,utilizando,using,utilizado,used
utilizar,"to use, utilize",indicativo,indicative,imperfecto,imperfect,utilizaba,"I was using, used to use, used",utilizabas,"you were using, used to use, used",utilizaba,"he/she was using, used to use, used",utilizábamos,"we were using, used to use, used",utilizabais,"you were using, used to use, used",utilizaban,"they were using, used to use, used",utilizando,using,utilizado,used
utilizar,"to use, utilize",indicativo,indicative,pretérito,preterite,utilicé,I used,utilizaste,you used,utilizó,he/she used,utilizamos,we used,utilizasteis,you used,utilizaron,they used,utilizando,using,utilizado,used
utilizar,"to use, utilize",indicativo,indicative,condicional,conditional,utilizaría,I would use,utilizarías,you would use,utilizaría,he/she would use,utilizaríamos,we would use,utilizaríais,you would use,utilizarían,they would use,utilizando,using,utilizado,used
utilizar,"to use, utilize",indicativo,indicative,presente perfecto,present perfect,he utilizado,I have used,has utilizado,you have used,ha utilizado,he/she has used,hemos utilizado,we have used,habéis utilizado,you have used,han utilizado,they have used,utilizando,using,utilizado,used
utilizar,"to use, utilize",indicativo,indicative,futuro perfecto,future perfect,habré utilizado,I will have used,habrás utilizado,you will have used,habrá utilizado,he/she will has used,habremos utilizado,we will have used,habréis utilizado,you will have used,habrán utilizado,they will have used,utilizando,using,utilizado,used
utilizar,"to use, utilize",indicativo,indicative,pluscuamperfecto,past perfect,había utilizado,I had used,habías utilizado,you had used,había utilizado,he/she had used,habíamos utilizado,we had used,habíais utilizado,you had used,habían utilizado,they had used,utilizando,using,utilizado,used
utilizar,"to use, utilize",indicativo,indicative,pretérito anterior,preterite (archaic),hube utilizado,I had used,hubiste utilizado,you had used,hubo utilizado,he/she had used,hubimos utilizado,we had used,hubisteis utilizado,you had used,hubieron utilizado,they had used,utilizando,using,utilizado,used
utilizar,"to use, utilize",indicativo,indicative,condicional perfecto,conditional perfect,habría utilizado,I would have used,habrías utilizado,you would have used,habría utilizado,he/she would has used,habríamos utilizado,we would have used,habríais utilizado,you would have used,habrían utilizado,they would have used,utilizando,using,utilizado,used
utilizar,"to use, utilize",subjuntivo,subjunctive,presente,present,utilice,"I use, am using",utilices,"you use, are using",utilice,"he/she use, is using",utilicemos,"we use, are using",utilicéis,"you use, are using",utilicen,"they use, are using",utilizando,using,utilizado,used
utilizar,"to use, utilize",subjuntivo,subjunctive,imperfecto,imperfect,utilizara,"I used, was using",utilizaras,"you used, were using",utilizara,"he/she used, was using",utilizáramos,"we used, were using",utilizarais,"you used, were using",utilizaran,"they used, were using",utilizando,using,utilizado,used
utilizar,"to use, utilize",subjuntivo,subjunctive,futuro,future,utilizare,I will use,utilizares,you will use,utilizare,he/she will use,utilizáremos,we will use,utilizareis,you will use,utilizaren,they will use,utilizando,using,utilizado,used
utilizar,"to use, utilize",subjuntivo,subjunctive,presente perfecto,present perfect,haya utilizado,"I have used, used",hayas utilizado,"you have used, used",haya utilizado,"he/she has used, used",hayamos utilizado,"we have used, used",hayáis utilizado,"you have used, used",hayan utilizado,"they have used, used",utilizando,using,utilizado,used
utilizar,"to use, utilize",subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere utilizado,I will have used,hubieres utilizado,you will have used,hubiere utilizado,he/she will has used,hubiéremos utilizado,we will have used,hubiereis utilizado,you will have used,hubieren utilizado,they will have used,utilizando,using,utilizado,used
utilizar,"to use, utilize",subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera utilizado,I had used,hubieras utilizado,you had used,hubiera utilizado,he/she had used,hubiéramos utilizado,we had used,hubierais utilizado,you had used,hubieran utilizado,they had used,utilizando,using,utilizado,used
utilizar,"to use, utilize",imperativo_afirmativo,imperative_affirmative,presente,present,,,utiliza,Use!,utilizad,,,,utilice,,utilicen,,utilizando,using,utilizado,used
utilizar,"to use, utilize",imperativo_negativo,imperative_negative,presente,present,,,no utilices,Don't use!,no utilicéis,,,,no utilice,,no utilicen,,utilizando,using,utilizado,used
vaciar,to empty,indicativo,indicative,presente,present,vacío,"I empty, am emptying",vacías,"you empty, are emptying",vacía,"he/she empty, is emptying",vaciamos,"we empty, are emptying",vaciáis,"you empty, are emptying",vacían,"they empty, are emptying",vaciando,emptying,vaciado,emptied
vaciar,to empty,indicativo,indicative,futuro,future,vaciaré,I will empty,vaciarás,you will empty,vaciará,he/she will empty,vaciaremos,we will empty,vaciaréis,you will empty,vaciarán,they will empty,vaciando,emptying,vaciado,emptied
vaciar,to empty,indicativo,indicative,imperfecto,imperfect,vaciaba,"I was emptying, used to empty, emptied",vaciabas,"you were emptying, used to empty, emptied",vaciaba,"he/she was emptying, used to empty, emptied",vaciábamos,"we were emptying, used to empty, emptied",vaciabais,"you were emptying, used to empty, emptied",vaciaban,"they were emptying, used to empty, emptied",vaciando,emptying,vaciado,emptied
vaciar,to empty,indicativo,indicative,pretérito,preterite,vacié,I emptied,vaciaste,you emptied,vació,he/she emptied,vaciamos,we emptied,vaciasteis,you emptied,vaciaron,they emptied,vaciando,emptying,vaciado,emptied
vaciar,to empty,indicativo,indicative,condicional,conditional,vaciaría,I would empty,vaciarías,you would empty,vaciaría,he/she would empty,vaciaríamos,we would empty,vaciaríais,you would empty,vaciarían,they would empty,vaciando,emptying,vaciado,emptied
vaciar,to empty,indicativo,indicative,presente perfecto,present perfect,he vaciado,I have emptied,has vaciado,you have emptied,ha vaciado,he/she has emptied,hemos vaciado,we have emptied,habéis vaciado,you have emptied,han vaciado,they have emptied,vaciando,emptying,vaciado,emptied
vaciar,to empty,indicativo,indicative,futuro perfecto,future perfect,habré vaciado,I will have emptied,habrás vaciado,you will have emptied,habrá vaciado,he/she will has emptied,habremos vaciado,we will have emptied,habréis vaciado,you will have emptied,habrán vaciado,they will have emptied,vaciando,emptying,vaciado,emptied
vaciar,to empty,indicativo,indicative,pluscuamperfecto,past perfect,había vaciado,I had emptied,habías vaciado,you had emptied,había vaciado,he/she had emptied,habíamos vaciado,we had emptied,habíais vaciado,you had emptied,habían vaciado,they had emptied,vaciando,emptying,vaciado,emptied
vaciar,to empty,indicativo,indicative,pretérito anterior,preterite (archaic),hube vaciado,I had emptied,hubiste vaciado,you had emptied,hubo vaciado,he/she had emptied,hubimos vaciado,we had emptied,hubisteis vaciado,you had emptied,hubieron vaciado,they had emptied,vaciando,emptying,vaciado,emptied
vaciar,to empty,indicativo,indicative,condicional perfecto,conditional perfect,habría vaciado,I would have emptied,habrías vaciado,you would have emptied,habría vaciado,he/she would has emptied,habríamos vaciado,we would have emptied,habríais vaciado,you would have emptied,habrían vaciado,they would have emptied,vaciando,emptying,vaciado,emptied
vaciar,to empty,subjuntivo,subjunctive,presente,present,vacíe,"I empty, am emptying",vacíes,"you empty, are emptying",vacíe,"he/she empty, is emptying",vaciemos,"we empty, are emptying",vaciéis,"you empty, are emptying",vacíen,"they empty, are emptying",vaciando,emptying,vaciado,emptied
vaciar,to empty,subjuntivo,subjunctive,imperfecto,imperfect,vaciara,"I emptied, was emptying",vaciaras,"you emptied, were emptying",vaciara,"he/she emptied, was emptying",vaciáramos,"we emptied, were emptying",vaciarais,"you emptied, were emptying",vaciaran,"they emptied, were emptying",vaciando,emptying,vaciado,emptied
vaciar,to empty,subjuntivo,subjunctive,futuro,future,vaciare,I will empty,vaciares,you will empty,vaciare,he/she will empty,vaciáremos,we will empty,vaciareis,you will empty,vaciaren,they will empty,vaciando,emptying,vaciado,emptied
vaciar,to empty,subjuntivo,subjunctive,presente perfecto,present perfect,haya vaciado,"I have emptied, emptied",hayas vaciado,"you have emptied, emptied",haya vaciado,"he/she has emptied, emptied",hayamos vaciado,"we have emptied, emptied",hayáis vaciado,"you have emptied, emptied",hayan vaciado,"they have emptied, emptied",vaciando,emptying,vaciado,emptied
vaciar,to empty,subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere vaciado,I will have emptied,hubieres vaciado,you will have emptied,hubiere vaciado,he/she will has emptied,hubiéremos vaciado,we will have emptied,hubiereis vaciado,you will have emptied,hubieren vaciado,they will have emptied,vaciando,emptying,vaciado,emptied
vaciar,to empty,subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera vaciado,I had emptied,hubieras vaciado,you had emptied,hubiera vaciado,he/she had emptied,hubiéramos vaciado,we had emptied,hubierais vaciado,you had emptied,hubieran vaciado,they had emptied,vaciando,emptying,vaciado,emptied
vaciar,to empty,imperativo_afirmativo,imperative_affirmative,presente,present,,,vacía,Empty!,vaciad,,,,vacíe,,vacíen,,vaciando,emptying,vaciado,emptied
vaciar,to empty,imperativo_negativo,imperative_negative,presente,present,,,no vacíes,Don't empty!,no vaciéis,,,,no vacíe,,no vacíen,,vaciando,emptying,vaciado,emptied
valer,to be worth,indicativo,indicative,presente,present,valgo,I am worth,vales,you are worth,vale,he/she is worth,valemos,we are worth,valéis,you are worth,valen,they are worth,valiendo,being worth,valido,been worth
valer,to be worth,indicativo,indicative,futuro,future,valdré,I will be worth,valdrás,you will be worth,valdrá,he/she will be worth,valdremos,we will be worth,valdréis,you will be worth,valdrán,they will be worth,valiendo,being worth,valido,been worth
valer,to be worth,indicativo,indicative,imperfecto,imperfect,valía,"I used to be worth, was worth",valías,"you used to be worth, were worth",valía,"he/she used to be worth, was worth",valíamos,"we used to be worth, were worth",valíais,"you used to be worth, were worth",valían,"they used to be worth, were worth",valiendo,being worth,valido,been worth
valer,to be worth,indicativo,indicative,pretérito,preterite,valí,I was worth,valiste,you were worth,valió,he/she was worth,valimos,we were worth,valisteis,you were worth,valieron,they were worth,valiendo,being worth,valido,been worth
valer,to be worth,indicativo,indicative,condicional,conditional,valdría,I would be worth,valdrías,you would be worth,valdría,he/she would be worth,valdríamos,we would be worth,valdríais,you would be worth,valdrían,they would be worth,valiendo,being worth,valido,been worth
valer,to be worth,indicativo,indicative,presente perfecto,present perfect,he valido,I have been worth,has valido,you have been worth,ha valido,he/she has been worth,hemos valido,we have been worth,habéis valido,you have been worth,han valido,they have been worth,valiendo,being worth,valido,been worth
valer,to be worth,indicativo,indicative,futuro perfecto,future perfect,habré valido,I will have been worth,habrás valido,you will have been worth,habrá valido,he/she will has been worth,habremos valido,we will have been worth,habréis valido,you will have been worth,habrán valido,they will have been worth,valiendo,being worth,valido,been worth
valer,to be worth,indicativo,indicative,pluscuamperfecto,past perfect,había valido,I had been worth,habías valido,you had been worth,había valido,he/she had been worth,habíamos valido,we had been worth,habíais valido,you had been worth,habían valido,they had been worth,valiendo,being worth,valido,been worth
valer,to be worth,indicativo,indicative,pretérito anterior,preterite (archaic),hube valido,I had been worth,hubiste valido,you had been worth,hubo valido,he/she had been worth,hubimos valido,we had been worth,hubisteis valido,you had been worth,hubieron valido,they had been worth,valiendo,being worth,valido,been worth
valer,to be worth,indicativo,indicative,condicional perfecto,conditional perfect,habría valido,I would have been worth,habrías valido,you would have been worth,habría valido,he/she would has been worth,habríamos valido,we would have been worth,habríais valido,you would have been worth,habrían valido,they would have been worth,valiendo,being worth,valido,been worth
valer,to be worth,subjuntivo,subjunctive,presente,present,valga,I am worth,valgas,you are worth,valga,he/she is worth,valgamos,we are worth,valgáis,you are worth,valgan,they are worth,valiendo,being worth,valido,been worth
valer,to be worth,subjuntivo,subjunctive,imperfecto,imperfect,valiera,I was worth,valieras,you were worth,valiera,he/she was worth,valiéramos,we were worth,valierais,you were worth,valieran,they were worth,valiendo,being worth,valido,been worth
valer,to be worth,subjuntivo,subjunctive,futuro,future,valiere,I will be worth,valieres,you will be worth,valiere,he/she will be worth,valiéremos,we will be worth,valiereis,you will be worth,valieren,they will be worth,valiendo,being worth,valido,been worth
valer,to be worth,subjuntivo,subjunctive,presente perfecto,present perfect,haya valido,"I have been worth, was worth",hayas valido,"you have been worth, were worth",haya valido,"he/she has been worth, was worth",hayamos valido,"we have been worth, were worth",hayáis valido,"you have been worth, were worth",hayan valido,"they have been worth, were worth",valiendo,being worth,valido,been worth
valer,to be worth,subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere valido,I will have been worth,hubieres valido,you will have been worth,hubiere valido,he/she will has been worth,hubiéremos valido,we will have been worth,hubiereis valido,you will have been worth,hubieren valido,they will have been worth,valiendo,being worth,valido,been worth
valer,to be worth,subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera valido,I had been worth,hubieras valido,you had been worth,hubiera valido,he/she had been worth,hubiéramos valido,we had been worth,hubierais valido,you had been worth,hubieran valido,they had been worth,valiendo,being worth,valido,been worth
valer,to be worth,imperativo_afirmativo,imperative_affirmative,presente,present,,,vale,Be worth!,valed,,,,valga,,valgan,,valiendo,being worth,valido,been worth
valer,to be worth,imperativo_negativo,imperative_negative,presente,present,,,no valgas,Don't be worth!,no valgáis,,,,no valga,,no valgan,,valiendo,being worth,valido,been worth
variar,to vary,indicativo,indicative,presente,present,varío,"I vary, am varying",varías,"you vary, are varying",varía,"he/she vary, is varying",variamos,"we vary, are varying",variáis,"you vary, are varying",varían,"they vary, are varying",variando,varying,variado,varied
variar,to vary,indicativo,indicative,futuro,future,variaré,I will vary,variarás,you will vary,variará,he/she will vary,variaremos,we will vary,variaréis,you will vary,variarán,they will vary,variando,varying,variado,varied
variar,to vary,indicativo,indicative,imperfecto,imperfect,variaba,"I was varying, used to vary, varied",variabas,"you were varying, used to vary, varied",variaba,"he/she was varying, used to vary, varied",variábamos,"we were varying, used to vary, varied",variabais,"you were varying, used to vary, varied",variaban,"they were varying, used to vary, varied",variando,varying,variado,varied
variar,to vary,indicativo,indicative,pretérito,preterite,varié,I varied,variaste,you varied,varió,he/she varied,variamos,we varied,variasteis,you varied,variaron,they varied,variando,varying,variado,varied
variar,to vary,indicativo,indicative,condicional,conditional,variaría,I would vary,variarías,you would vary,variaría,he/she would vary,variaríamos,we would vary,variaríais,you would vary,variarían,they would vary,variando,varying,variado,varied
variar,to vary,indicativo,indicative,presente perfecto,present perfect,he variado,I have varied,has variado,you have varied,ha variado,he/she has varied,hemos variado,we have varied,habéis variado,you have varied,han variado,they have varied,variando,varying,variado,varied
variar,to vary,indicativo,indicative,futuro perfecto,future perfect,habré variado,I will have varied,habrás variado,you will have varied,habrá variado,he/she will has varied,habremos variado,we will have varied,habréis variado,you will have varied,habrán variado,they will have varied,variando,varying,variado,varied
variar,to vary,indicativo,indicative,pluscuamperfecto,past perfect,había variado,I had varied,habías variado,you had varied,había variado,he/she had varied,habíamos variado,we had varied,habíais variado,you had varied,habían variado,they had varied,variando,varying,variado,varied
variar,to vary,indicativo,indicative,pretérito anterior,preterite (archaic),hube variado,I had varied,hubiste variado,you had varied,hubo variado,he/she had varied,hubimos variado,we had varied,hubisteis variado,you had varied,hubieron variado,they had varied,variando,varying,variado,varied
variar,to vary,indicativo,indicative,condicional perfecto,conditional perfect,habría variado,I would have varied,habrías variado,you would have varied,habría variado,he/she would has varied,habríamos variado,we would have varied,habríais variado,you would have varied,habrían variado,they would have varied,variando,varying,variado,varied
variar,to vary,subjuntivo,subjunctive,presente,present,varíe,"I vary, am varying",varíes,"you vary, are varying",varíe,"he/she vary, is varying",variemos,"we vary, are varying",variéis,"you vary, are varying",varíen,"they vary, are varying",variando,varying,variado,varied
variar,to vary,subjuntivo,subjunctive,imperfecto,imperfect,variara,"I varied, was varying",variaras,"you varied, were varying",variara,"he/she varied, was varying",variáramos,"we varied, were varying",variarais,"you varied, were varying",variaran,"they varied, were varying",variando,varying,variado,varied
variar,to vary,subjuntivo,subjunctive,futuro,future,variare,I will vary,variares,you will vary,variare,he/she will vary,variáremos,we will vary,variareis,you will vary,variaren,they will vary,variando,varying,variado,varied
variar,to vary,subjuntivo,subjunctive,presente perfecto,present perfect,haya variado,"I have varied, varied",hayas variado,"you have varied, varied",haya variado,"he/she has varied, varied",hayamos variado,"we have varied, varied",hayáis variado,"you have varied, varied",hayan variado,"they have varied, varied",variando,varying,variado,varied
variar,to vary,subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere variado,I will have varied,hubieres variado,you will have varied,hubiere variado,he/she will has varied,hubiéremos variado,we will have varied,hubiereis variado,you will have varied,hubieren variado,they will have varied,variando,varying,variado,varied
variar,to vary,subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera variado,I had varied,hubieras variado,you had varied,hubiera variado,he/she had varied,hubiéramos variado,we had varied,hubierais variado,you had varied,hubieran variado,they had varied,variando,varying,variado,varied
variar,to vary,imperativo_afirmativo,imperative_affirmative,presente,present,,,varía,Vary!,variad,,,,varíe,,varíen,,variando,varying,variado,varied
variar,to vary,imperativo_negativo,imperative_negative,presente,present,,,no varíes,Don't vary!,no variéis,,,,no varíe,,no varíen,,variando,varying,variado,varied
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,presente,present,venzo,"I conquer, am conquering",vences,"you conquer, are conquering",vence,"he/she conquer, is conquering",vencemos,"we conquer, are conquering",vencéis,"you conquer, are conquering",vencen,"they conquer, are conquering",venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,futuro,future,venceré,I will conquer,vencerás,you will conquer,vencerá,he/she will conquer,venceremos,we will conquer,venceréis,you will conquer,vencerán,they will conquer,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,imperfecto,imperfect,vencía,"I was conquering, used to conquer, conquered",vencías,"you were conquering, used to conquer, conquered",vencía,"he/she was conquering, used to conquer, conquered",vencíamos,"we were conquering, used to conquer, conquered",vencíais,"you were conquering, used to conquer, conquered",vencían,"they were conquering, used to conquer, conquered",venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,pretérito,preterite,vencí,I conquered,venciste,you conquered,venció,he/she conquered,vencimos,we conquered,vencisteis,you conquered,vencieron,they conquered,venciendo,conquering,vencido,conquered
